"","diversity","animals"
"50","3.22423451300918","Cat (N=960)"
"51","4.223792687469","Cat (N=960)"
"52","3.31007695995931","Cat (N=960)"
"53","3.94467315093725","Cat (N=960)"
"54","3.96402651363031","Cat (N=960)"
"55","3.33450088671347","Cat (N=960)"
"56","3.9780209800749","Cat (N=960)"
"57","4.18332912163094","Cat (N=960)"
"58","4.85789693950684","Cat (N=960)"
"59","4.81777852423583","Cat (N=960)"
"60","4.35315533759657","Cat (N=960)"
"61","3.6472623613186","Cat (N=960)"
"62","4.01864403070488","Cat (N=960)"
"63","2.71236944848575","Cat (N=960)"
"64","3.741871799321","Cat (N=960)"
"65","2.78429020517621","Cat (N=960)"
"66","4.57453427632512","Cat (N=960)"
"67","4.54323510351249","Cat (N=960)"
"68","3.98641712627984","Cat (N=960)"
"69","3.66441797997136","Cat (N=960)"
"70","3.55725104481591","Cat (N=960)"
"71","1.75827770910779","Cat (N=960)"
"72","3.27026414216925","Cat (N=960)"
"73","2.35989764705817","Cat (N=960)"
"74","3.70560711283412","Cat (N=960)"
"75","4.40037442755478","Cat (N=960)"
"76","5.00350561371646","Cat (N=960)"
"77","4.26711142278248","Cat (N=960)"
"78","3.23668209680056","Cat (N=960)"
"79","3.53913403892662","Cat (N=960)"
"80","3.01997668009813","Cat (N=960)"
"81","2.96347457244328","Cat (N=960)"
"82","3.1227812807967","Cat (N=960)"
"83","3.40104741907415","Cat (N=960)"
"84","3.82321673950682","Cat (N=960)"
"85","2.94644913134194","Cat (N=960)"
"86","2.73137179338738","Cat (N=960)"
"87","4.08341831806098","Cat (N=960)"
"88","3.37768559317558","Cat (N=960)"
"89","1.77473049397181","Cat (N=960)"
"90","2.48559931724762","Cat (N=960)"
"91","3.21241521595215","Cat (N=960)"
"92","3.87648430961519","Cat (N=960)"
"93","4.87814816959081","Cat (N=960)"
"94","2.72619454377836","Cat (N=960)"
"95","3.74828632587201","Cat (N=960)"
"96","4.27424028386025","Cat (N=960)"
"97","3.11030463327741","Cat (N=960)"
"98","3.40649769164359","Cat (N=960)"
"99","4.54215315121427","Cat (N=960)"
"100","2.83491627685469","Cat (N=960)"
"101","3.77718253813914","Cat (N=960)"
"102","4.79059902054223","Cat (N=960)"
"103","3.70783347620318","Cat (N=960)"
"104","3.69062686063888","Cat (N=960)"
"105","3.89207042825748","Cat (N=960)"
"106","4.73063365910494","Cat (N=960)"
"107","3.08769106991177","Cat (N=960)"
"108","2.73316988185813","Cat (N=960)"
"109","3.31646217500379","Cat (N=960)"
"110","3.37326693406765","Cat (N=960)"
"111","3.76016396868301","Cat (N=960)"
"112","4.74623531060804","Cat (N=960)"
"113","3.25332095453642","Cat (N=960)"
"114","2.5939641326359","Cat (N=960)"
"115","3.74756105186201","Cat (N=960)"
"116","3.61730885718982","Cat (N=960)"
"117","3.98325292284664","Cat (N=960)"
"118","4.03878680123158","Cat (N=960)"
"119","4.73459950179287","Cat (N=960)"
"120","4.23590434079957","Cat (N=960)"
"121","4.74462453105356","Cat (N=960)"
"122","2.82947640531188","Cat (N=960)"
"123","4.47026104452568","Cat (N=960)"
"124","3.94053185730078","Cat (N=960)"
"125","4.50335235998146","Cat (N=960)"
"126","3.78986687406743","Cat (N=960)"
"127","3.15522559509764","Cat (N=960)"
"128","4.33625149349452","Cat (N=960)"
"129","4.43357750518465","Cat (N=960)"
"130","2.88358758512106","Cat (N=960)"
"131","3.71850304241172","Cat (N=960)"
"132","3.90503355209934","Cat (N=960)"
"133","3.2948900601396","Cat (N=960)"
"134","3.9873570761803","Cat (N=960)"
"135","3.29994216040661","Cat (N=960)"
"136","4.37687905436377","Cat (N=960)"
"137","4.59560489927582","Cat (N=960)"
"138","3.5992801048714","Cat (N=960)"
"139","3.03518463965851","Cat (N=960)"
"140","3.67500361836509","Cat (N=960)"
"141","3.52686623869075","Cat (N=960)"
"142","4.62616228728285","Cat (N=960)"
"143","4.58224653532354","Cat (N=960)"
"144","3.24224549206965","Cat (N=960)"
"145","4.29528113894447","Cat (N=960)"
"146","3.76179643822139","Cat (N=960)"
"147","3.18091401498204","Cat (N=960)"
"148","3.34461410324007","Cat (N=960)"
"149","4.52011865611393","Cat (N=960)"
"150","4.26195177641484","Cat (N=960)"
"151","3.62202060758368","Cat (N=960)"
"152","4.23127697565654","Cat (N=960)"
"153","3.62157211960202","Cat (N=960)"
"154","4.28039929470653","Cat (N=960)"
"155","4.43674184387909","Cat (N=960)"
"156","4.59178858111058","Cat (N=960)"
"157","2.36217443378415","Cat (N=960)"
"158","3.13674029168194","Cat (N=960)"
"159","3.39596275053239","Cat (N=960)"
"160","3.56730793390915","Cat (N=960)"
"161","4.15331204923234","Cat (N=960)"
"162","4.26034494436106","Cat (N=960)"
"163","3.43934401415959","Cat (N=960)"
"164","4.60526922543036","Cat (N=960)"
"165","4.63166606769398","Cat (N=960)"
"166","3.48410617597181","Cat (N=960)"
"167","4.49441708651058","Cat (N=960)"
"168","4.21529508738242","Cat (N=960)"
"169","4.56646379006483","Cat (N=960)"
"170","4.21786812460234","Cat (N=960)"
"171","2.94870336259321","Cat (N=960)"
"172","3.34719129942328","Cat (N=960)"
"173","2.79539315192181","Cat (N=960)"
"174","3.20363239183403","Cat (N=960)"
"175","3.83312322499606","Cat (N=960)"
"176","3.87798226574669","Cat (N=960)"
"177","3.28099485524958","Cat (N=960)"
"178","3.40833625471056","Cat (N=960)"
"179","3.42584983565486","Cat (N=960)"
"180","3.71919127134665","Cat (N=960)"
"181","4.21089357714383","Cat (N=960)"
"182","3.48441175510526","Cat (N=960)"
"183","4.59540033041248","Cat (N=960)"
"184","3.26206923093823","Cat (N=960)"
"185","3.39772874109364","Cat (N=960)"
"186","3.33028707950657","Cat (N=960)"
"187","4.11122763999624","Cat (N=960)"
"188","3.29045724752431","Cat (N=960)"
"189","4.55132564870489","Cat (N=960)"
"190","4.42306975130209","Cat (N=960)"
"191","4.61849787358627","Cat (N=960)"
"192","3.52047361068426","Cat (N=960)"
"193","4.85700652320957","Cat (N=960)"
"194","2.77408719508365","Cat (N=960)"
"195","4.22187909103841","Cat (N=960)"
"196","3.67422741232515","Cat (N=960)"
"197","2.18630305219622","Cat (N=960)"
"198","3.21118037642222","Cat (N=960)"
"199","3.82673228768287","Cat (N=960)"
"200","3.98715414242124","Cat (N=960)"
"201","3.36874026198227","Cat (N=960)"
"202","4.36319529461364","Cat (N=960)"
"203","3.70455521944452","Cat (N=960)"
"204","3.27804119665071","Cat (N=960)"
"205","3.75327388365762","Cat (N=960)"
"206","3.62014603786743","Cat (N=960)"
"207","3.16397546409406","Cat (N=960)"
"208","4.27330890368645","Cat (N=960)"
"209","3.59701695991991","Cat (N=960)"
"210","2.80333854130717","Cat (N=960)"
"211","2.37261753741525","Cat (N=960)"
"212","4.44023072652045","Cat (N=960)"
"213","1.97073967264079","Cat (N=960)"
"214","3.77350368065532","Cat (N=960)"
"215","2.7124833153669","Cat (N=960)"
"216","3.04370645309034","Cat (N=960)"
"217","3.51474935110951","Cat (N=960)"
"218","3.88868407912057","Cat (N=960)"
"219","4.29538990661872","Cat (N=960)"
"220","3.80167109108949","Cat (N=960)"
"221","3.30642379810488","Cat (N=960)"
"222","1.55811336985941","Cat (N=960)"
"223","3.21476390884461","Cat (N=960)"
"224","3.63406998528826","Cat (N=960)"
"225","3.78690700099752","Cat (N=960)"
"226","2.92968965345958","Cat (N=960)"
"227","3.58685377519712","Cat (N=960)"
"228","3.99053472311054","Cat (N=960)"
"229","4.32125226316823","Cat (N=960)"
"230","3.86521232704602","Cat (N=960)"
"231","3.49353657471875","Cat (N=960)"
"232","3.34095459292874","Cat (N=960)"
"233","3.12150814038285","Cat (N=960)"
"234","2.54724410526354","Cat (N=960)"
"235","4.33909622398845","Cat (N=960)"
"236","3.50851058882778","Cat (N=960)"
"237","3.53069192930083","Cat (N=960)"
"238","2.18633676144796","Cat (N=960)"
"239","3.03525088013511","Cat (N=960)"
"240","3.71096347782568","Cat (N=960)"
"241","3.14896467497623","Cat (N=960)"
"242","4.30207451020129","Cat (N=960)"
"243","4.10722242543874","Cat (N=960)"
"244","3.0055909475696","Cat (N=960)"
"245","3.46743307350009","Cat (N=960)"
"246","3.30728205038683","Cat (N=960)"
"247","2.88920091196785","Cat (N=960)"
"248","3.9151503436146","Cat (N=960)"
"249","3.46085996914093","Cat (N=960)"
"250","3.75537399933778","Cat (N=960)"
"251","4.38031057369623","Cat (N=960)"
"252","3.42380441642261","Cat (N=960)"
"253","3.22411362066895","Cat (N=960)"
"254","3.82544781864072","Cat (N=960)"
"255","4.43341444375007","Cat (N=960)"
"256","4.22938405105096","Cat (N=960)"
"257","2.96806262280908","Cat (N=960)"
"258","3.17391028103617","Cat (N=960)"
"259","3.09232377827231","Cat (N=960)"
"260","3.33474401383495","Cat (N=960)"
"261","3.99834936943151","Cat (N=960)"
"262","3.35777649816024","Cat (N=960)"
"263","4.21521297774958","Cat (N=960)"
"264","4.18901976630045","Cat (N=960)"
"265","2.41138712261198","Cat (N=960)"
"266","2.25873396176968","Cat (N=960)"
"267","4.66295083486821","Cat (N=960)"
"268","4.40705182940932","Cat (N=960)"
"269","4.21671876433456","Cat (N=960)"
"270","2.84562065095143","Cat (N=960)"
"271","3.95641899190899","Cat (N=960)"
"272","4.25973585466758","Cat (N=960)"
"273","4.69541780114912","Cat (N=960)"
"274","3.52221769594832","Cat (N=960)"
"275","4.09688232091874","Cat (N=960)"
"276","4.51442085847806","Cat (N=960)"
"277","3.22669075846918","Cat (N=960)"
"278","3.84657835540237","Cat (N=960)"
"279","2.97778654183402","Cat (N=960)"
"280","3.44706091070501","Cat (N=960)"
"281","3.8541853052874","Cat (N=960)"
"282","3.50440940911838","Cat (N=960)"
"283","2.82905627711287","Cat (N=960)"
"284","4.55084901440271","Cat (N=960)"
"285","4.55540305848308","Cat (N=960)"
"286","2.43521936725363","Cat (N=960)"
"287","4.03416088780069","Cat (N=960)"
"288","3.61584838203473","Cat (N=960)"
"289","3.93322472912148","Cat (N=960)"
"290","4.47523286482313","Cat (N=960)"
"291","3.52263556835477","Cat (N=960)"
"292","4.6746125485099","Cat (N=960)"
"293","4.27284745161656","Cat (N=960)"
"294","3.76027780569755","Cat (N=960)"
"295","2.3846410565566","Cat (N=960)"
"296","3.09296256667819","Cat (N=960)"
"297","2.29803131075796","Cat (N=960)"
"298","2.36669946750411","Cat (N=960)"
"299","2.86592904007768","Cat (N=960)"
"300","3.85568507752944","Cat (N=960)"
"301","4.12743022194452","Cat (N=960)"
"302","2.89334858504561","Cat (N=960)"
"303","4.60679862437098","Cat (N=960)"
"304","3.58517558467126","Cat (N=960)"
"305","3.6227175329602","Cat (N=960)"
"306","4.83137751827546","Cat (N=960)"
"307","3.74620758270022","Cat (N=960)"
"308","3.81387776585474","Cat (N=960)"
"309","3.45392659228331","Cat (N=960)"
"310","3.87977379838393","Cat (N=960)"
"311","4.29076501707822","Cat (N=960)"
"312","3.96771784384577","Cat (N=960)"
"313","3.23188998314986","Cat (N=960)"
"314","3.98007056248639","Cat (N=960)"
"315","4.18924557715518","Cat (N=960)"
"316","4.55178498711706","Cat (N=960)"
"317","3.63517459664367","Cat (N=960)"
"318","2.59782196394553","Cat (N=960)"
"319","2.95732896291742","Cat (N=960)"
"320","3.4285831529862","Cat (N=960)"
"321","2.80105903086491","Cat (N=960)"
"322","4.15048867381404","Cat (N=960)"
"323","4.2927481842174","Cat (N=960)"
"324","3.23676516663588","Cat (N=960)"
"325","5.06895793360393","Cat (N=960)"
"326","3.32311073013211","Cat (N=960)"
"327","3.86468502449693","Cat (N=960)"
"328","4.11111758708748","Cat (N=960)"
"329","3.77220462370225","Cat (N=960)"
"330","4.55828007084807","Cat (N=960)"
"331","2.92807399011642","Cat (N=960)"
"332","3.62876538207311","Cat (N=960)"
"333","4.21471025871962","Cat (N=960)"
"334","3.78900581157715","Cat (N=960)"
"335","2.72717645486744","Cat (N=960)"
"336","3.17567736580404","Cat (N=960)"
"337","3.51452532092459","Cat (N=960)"
"338","3.54418222109002","Cat (N=960)"
"339","3.11362676154278","Cat (N=960)"
"340","2.6244352679145","Cat (N=960)"
"341","4.79683916571145","Cat (N=960)"
"342","3.45356959945857","Cat (N=960)"
"343","1.93822171149981","Cat (N=960)"
"344","2.83075501469585","Cat (N=960)"
"345","4.01945253533984","Cat (N=960)"
"346","3.98613201908801","Cat (N=960)"
"347","3.56994724890992","Cat (N=960)"
"348","3.24757647899759","Cat (N=960)"
"349","2.87685866886781","Cat (N=960)"
"350","3.50007704625231","Cat (N=960)"
"351","2.54568337531257","Cat (N=960)"
"352","3.98098527725611","Cat (N=960)"
"353","3.68775745019095","Cat (N=960)"
"354","3.98319817675905","Cat (N=960)"
"355","3.20433596174801","Cat (N=960)"
"356","3.08267004997103","Cat (N=960)"
"357","4.68055905734334","Cat (N=960)"
"358","4.19572146075724","Cat (N=960)"
"359","1.99836135752863","Cat (N=960)"
"360","4.04303282257591","Cat (N=960)"
"361","4.06202027158003","Cat (N=960)"
"362","3.61962197696533","Cat (N=960)"
"363","2.25805037960299","Cat (N=960)"
"364","2.18642443208881","Cat (N=960)"
"365","3.63331860193362","Cat (N=960)"
"366","2.41827263102936","Cat (N=960)"
"367","4.37989345008101","Cat (N=960)"
"368","3.26941616307351","Cat (N=960)"
"369","4.2649526072472","Cat (N=960)"
"370","2.22938024618571","Cat (N=960)"
"371","4.12667759818278","Cat (N=960)"
"372","4.20825138270335","Cat (N=960)"
"373","2.04577504480449","Cat (N=960)"
"374","4.65791647911527","Cat (N=960)"
"375","3.73972002175501","Cat (N=960)"
"376","2.87315101042882","Cat (N=960)"
"377","2.39970259317901","Cat (N=960)"
"378","2.9712510153116","Cat (N=960)"
"379","4.524133520275","Cat (N=960)"
"380","4.0970608052399","Cat (N=960)"
"381","3.64387935591849","Cat (N=960)"
"382","3.17994570694393","Cat (N=960)"
"383","3.34069470860556","Cat (N=960)"
"384","4.37892557777285","Cat (N=960)"
"385","3.25662105180225","Cat (N=960)"
"386","3.73235606748913","Cat (N=960)"
"387","2.55580395923763","Cat (N=960)"
"388","3.39787717217412","Cat (N=960)"
"389","2.92061710847455","Cat (N=960)"
"390","2.69624941786336","Cat (N=960)"
"391","3.32497245483922","Cat (N=960)"
"392","4.13277500255083","Cat (N=960)"
"393","4.74964434102904","Cat (N=960)"
"394","4.52917223204512","Cat (N=960)"
"395","4.00171818813093","Cat (N=960)"
"396","2.26057982757207","Cat (N=960)"
"397","4.0125491912181","Cat (N=960)"
"398","3.70547890338454","Cat (N=960)"
"399","3.58678262618101","Cat (N=960)"
"400","3.98642317834909","Cat (N=960)"
"401","3.49362484270737","Cat (N=960)"
"402","3.79600976664108","Cat (N=960)"
"403","3.03020473654646","Cat (N=960)"
"404","3.2996279476871","Cat (N=960)"
"405","4.62457183836622","Cat (N=960)"
"406","4.64754123369116","Cat (N=960)"
"407","3.83817898383266","Cat (N=960)"
"408","2.92605875867793","Cat (N=960)"
"409","2.64847061256439","Cat (N=960)"
"410","3.96863107948802","Cat (N=960)"
"411","3.82264304338864","Cat (N=960)"
"412","4.43601927686594","Cat (N=960)"
"413","4.13885474562899","Cat (N=960)"
"414","4.15280391733037","Cat (N=960)"
"415","3.97897451747575","Cat (N=960)"
"416","3.16051242660779","Cat (N=960)"
"417","3.5741389085542","Cat (N=960)"
"418","2.78291884513238","Cat (N=960)"
"419","2.00716971827502","Cat (N=960)"
"420","2.32548637466124","Cat (N=960)"
"421","2.93174840590567","Cat (N=960)"
"422","4.23365451183499","Cat (N=960)"
"423","4.33265239701977","Cat (N=960)"
"424","3.69449477903295","Cat (N=960)"
"425","3.00441160550529","Cat (N=960)"
"426","4.60967380881756","Cat (N=960)"
"427","3.27175803629357","Cat (N=960)"
"428","2.46648623491637","Cat (N=960)"
"429","3.62941506720832","Cat (N=960)"
"430","2.91756408167974","Cat (N=960)"
"431","3.65672539677934","Cat (N=960)"
"432","3.29457848552904","Cat (N=960)"
"433","3.0969746169692","Cat (N=960)"
"434","3.44192481052619","Cat (N=960)"
"435","4.36720757776398","Cat (N=960)"
"436","3.7487252393945","Cat (N=960)"
"437","4.1170655480614","Cat (N=960)"
"438","4.44544520382586","Cat (N=960)"
"439","3.02632478312643","Cat (N=960)"
"440","4.12745733916774","Cat (N=960)"
"441","3.554757202433","Cat (N=960)"
"442","3.46746447175192","Cat (N=960)"
"443","3.1613503349152","Cat (N=960)"
"444","4.44127224027195","Cat (N=960)"
"445","2.87373988523624","Cat (N=960)"
"446","3.9059146855047","Cat (N=960)"
"447","2.92877437551675","Cat (N=960)"
"448","2.92348050761809","Cat (N=960)"
"449","2.82848787892259","Cat (N=960)"
"450","2.66889666874053","Cat (N=960)"
"451","4.0476037357032","Cat (N=960)"
"452","3.35509743705245","Cat (N=960)"
"453","2.91943862083412","Cat (N=960)"
"454","3.80912421233302","Cat (N=960)"
"455","2.74876956317191","Cat (N=960)"
"456","3.38764773415968","Cat (N=960)"
"457","3.40469418906181","Cat (N=960)"
"458","4.40362206992066","Cat (N=960)"
"459","4.03710463536714","Cat (N=960)"
"460","4.73140159859162","Cat (N=960)"
"461","3.79989733619311","Cat (N=960)"
"462","3.27311967495278","Cat (N=960)"
"463","4.51060963067388","Cat (N=960)"
"464","4.76679394104121","Cat (N=960)"
"465","4.48594371362401","Cat (N=960)"
"466","4.11404953137785","Cat (N=960)"
"467","4.77157600502099","Cat (N=960)"
"468","4.02366089447134","Cat (N=960)"
"469","3.30840273844837","Cat (N=960)"
"470","3.72962815206655","Cat (N=960)"
"471","4.80431997102607","Cat (N=960)"
"472","4.56347643805642","Cat (N=960)"
"473","4.73477596514328","Cat (N=960)"
"474","3.50888842767491","Cat (N=960)"
"475","4.42291644795383","Cat (N=960)"
"476","3.15413544456886","Cat (N=960)"
"477","3.98229354672107","Cat (N=960)"
"478","3.18379167505316","Cat (N=960)"
"479","4.69787731355202","Cat (N=960)"
"480","3.67461580429184","Cat (N=960)"
"481","3.98332077539467","Cat (N=960)"
"482","2.86689564386394","Cat (N=960)"
"483","2.83732994283531","Cat (N=960)"
"484","3.46990717273875","Cat (N=960)"
"485","3.46339234382275","Cat (N=960)"
"486","2.95337050643505","Cat (N=960)"
"487","4.50872628344359","Cat (N=960)"
"488","4.76770545044185","Cat (N=960)"
"489","2.23474623824614","Cat (N=960)"
"490","3.75017971423402","Cat (N=960)"
"491","2.9362833538238","Cat (N=960)"
"492","4.23289784631625","Cat (N=960)"
"493","3.23146348394255","Cat (N=960)"
"494","2.98387435620517","Cat (N=960)"
"495","4.05876654772204","Cat (N=960)"
"496","3.73842055672002","Cat (N=960)"
"497","3.80962880611854","Cat (N=960)"
"498","4.61840935352398","Cat (N=960)"
"499","3.92012861028086","Cat (N=960)"
"500","3.57575485819287","Cat (N=960)"
"501","3.49411709399287","Cat (N=960)"
"502","3.92013790046984","Cat (N=960)"
"503","3.94172245426376","Cat (N=960)"
"504","4.38649196709955","Cat (N=960)"
"505","4.81024565711728","Cat (N=960)"
"506","4.48089401154297","Cat (N=960)"
"507","4.34245959967342","Cat (N=960)"
"508","4.21665385630299","Cat (N=960)"
"509","4.47442229618231","Cat (N=960)"
"510","4.4687123696947","Cat (N=960)"
"511","4.14302148304238","Cat (N=960)"
"512","4.52801254718882","Cat (N=960)"
"513","3.24834639086505","Cat (N=960)"
"514","2.91152851213938","Cat (N=960)"
"515","3.6002830659488","Cat (N=960)"
"516","4.00225854248124","Cat (N=960)"
"517","4.50953117599834","Cat (N=960)"
"518","3.67049845026518","Cat (N=960)"
"519","2.69341178889787","Cat (N=960)"
"520","4.41308079673497","Cat (N=960)"
"521","2.48040316755719","Cat (N=960)"
"522","4.8064537048881","Cat (N=960)"
"523","3.61096295555593","Cat (N=960)"
"524","2.96655491588448","Cat (N=960)"
"525","3.48222040227825","Cat (N=960)"
"526","3.44307578678627","Cat (N=960)"
"527","4.1062111975021","Cat (N=960)"
"528","4.47078903005529","Cat (N=960)"
"529","2.61207293958895","Cat (N=960)"
"530","3.73994896051365","Cat (N=960)"
"531","3.02220740159843","Cat (N=960)"
"532","3.61627227358256","Cat (N=960)"
"533","4.73316180608008","Cat (N=960)"
"534","3.53253816580528","Cat (N=960)"
"535","3.18516174064844","Cat (N=960)"
"536","4.57651428834016","Cat (N=960)"
"537","2.94173224681966","Cat (N=960)"
"538","4.27617698905441","Cat (N=960)"
"539","3.96276842238383","Cat (N=960)"
"540","4.47063847645906","Cat (N=960)"
"541","3.2224692783555","Cat (N=960)"
"542","3.40493231508864","Cat (N=960)"
"543","4.01602450636876","Cat (N=960)"
"544","4.04628008794891","Cat (N=960)"
"545","3.18460514293861","Cat (N=960)"
"546","3.57465630651278","Cat (N=960)"
"547","4.5904537890553","Cat (N=960)"
"548","4.01310726540717","Cat (N=960)"
"549","4.61149406170801","Cat (N=960)"
"550","4.78701836000237","Cat (N=960)"
"551","3.47127515455783","Cat (N=960)"
"552","4.20389380475862","Cat (N=960)"
"553","4.52740738983613","Cat (N=960)"
"554","2.6923178960609","Cat (N=960)"
"555","3.77331193885672","Cat (N=960)"
"556","3.38289169845149","Cat (N=960)"
"557","4.08546383193787","Cat (N=960)"
"558","4.17928470958302","Cat (N=960)"
"559","4.55938234978246","Cat (N=960)"
"560","3.3840696336862","Cat (N=960)"
"561","3.29431459500559","Cat (N=960)"
"562","3.26841304549635","Cat (N=960)"
"563","4.31224544164116","Cat (N=960)"
"564","3.70795895958876","Cat (N=960)"
"565","3.9653052280526","Cat (N=960)"
"566","3.67594530576698","Cat (N=960)"
"567","3.6728813983316","Cat (N=960)"
"568","2.93758539937127","Cat (N=960)"
"569","3.11914891059638","Cat (N=960)"
"570","3.73039148109078","Cat (N=960)"
"571","3.85898234753906","Cat (N=960)"
"572","4.25144924970726","Cat (N=960)"
"573","3.07364494430573","Cat (N=960)"
"574","3.8115457472596","Cat (N=960)"
"575","3.71191800113346","Cat (N=960)"
"576","3.58831570323982","Cat (N=960)"
"577","3.56302340347478","Cat (N=960)"
"578","4.08685756901347","Cat (N=960)"
"579","4.44909169775625","Cat (N=960)"
"580","3.39938080757801","Cat (N=960)"
"581","4.75293651119828","Cat (N=960)"
"582","2.92020439828666","Cat (N=960)"
"583","3.22402528756317","Cat (N=960)"
"584","3.9453762203634","Cat (N=960)"
"585","2.70504009882802","Cat (N=960)"
"586","2.31516979056787","Cat (N=960)"
"587","3.24170547624859","Cat (N=960)"
"588","3.34438777619661","Cat (N=960)"
"589","3.00494796604561","Cat (N=960)"
"590","4.48598475495957","Cat (N=960)"
"591","3.68414146358973","Cat (N=960)"
"592","3.7719990390379","Cat (N=960)"
"593","3.9742352966763","Cat (N=960)"
"594","3.93779499186219","Cat (N=960)"
"595","3.67868294719046","Cat (N=960)"
"596","3.89498878712158","Cat (N=960)"
"597","2.90632530649493","Cat (N=960)"
"598","4.59425903035114","Cat (N=960)"
"599","2.96007251874824","Cat (N=960)"
"600","4.84976243294351","Cat (N=960)"
"601","4.56152607606967","Cat (N=960)"
"602","3.52563777273171","Cat (N=960)"
"603","3.81618566232032","Cat (N=960)"
"604","3.23045546992339","Cat (N=960)"
"605","4.67604616962738","Cat (N=960)"
"606","4.02035808175177","Cat (N=960)"
"607","3.96866939867408","Cat (N=960)"
"608","2.47156685137148","Cat (N=960)"
"609","3.64672103893132","Cat (N=960)"
"610","4.41053339211718","Cat (N=960)"
"611","4.09508762853873","Cat (N=960)"
"612","4.77253235178499","Cat (N=960)"
"613","3.55674105560651","Cat (N=960)"
"614","3.65419901297722","Cat (N=960)"
"615","3.22419873446992","Cat (N=960)"
"616","4.05974404440739","Cat (N=960)"
"617","4.60927173177669","Cat (N=960)"
"618","4.55128595198434","Cat (N=960)"
"619","4.35496883245481","Cat (N=960)"
"620","4.7259538917387","Cat (N=960)"
"621","3.8044743310436","Cat (N=960)"
"622","4.03920676363917","Cat (N=960)"
"623","3.78589210366283","Cat (N=960)"
"624","4.93555943599837","Cat (N=960)"
"625","3.85988511181991","Cat (N=960)"
"626","4.31831637789603","Cat (N=960)"
"627","2.49327137102966","Cat (N=960)"
"628","3.68211394790231","Cat (N=960)"
"629","2.91858616626962","Cat (N=960)"
"630","3.43236057620701","Cat (N=960)"
"631","3.72721012230143","Cat (N=960)"
"632","3.45425777382051","Cat (N=960)"
"633","3.49414626037721","Cat (N=960)"
"634","2.98795043403241","Cat (N=960)"
"635","4.11355902188389","Cat (N=960)"
"636","3.80454933161243","Cat (N=960)"
"637","3.65549503154779","Cat (N=960)"
"638","3.46994321319399","Cat (N=960)"
"639","2.82701756392752","Cat (N=960)"
"640","4.50713334875643","Cat (N=960)"
"641","3.54342890187861","Cat (N=960)"
"642","4.08747593103823","Cat (N=960)"
"643","3.94327542623791","Cat (N=960)"
"644","3.27633028710821","Cat (N=960)"
"645","4.67875784209221","Cat (N=960)"
"646","3.61381491354857","Cat (N=960)"
"647","2.96595762475727","Cat (N=960)"
"648","4.03482613032328","Cat (N=960)"
"649","3.83092781492535","Cat (N=960)"
"650","2.88068625734952","Cat (N=960)"
"651","3.5051704345679","Cat (N=960)"
"652","4.43948835672593","Cat (N=960)"
"653","3.94990915378416","Cat (N=960)"
"654","3.92985787842581","Cat (N=960)"
"655","2.77642923029963","Cat (N=960)"
"656","3.1711147187194","Cat (N=960)"
"657","2.31383842175757","Cat (N=960)"
"658","4.28392561491916","Cat (N=960)"
"659","4.54934739199486","Cat (N=960)"
"660","3.62203335261408","Cat (N=960)"
"661","3.32637748543344","Cat (N=960)"
"662","3.41884618518654","Cat (N=960)"
"663","3.11984880328547","Cat (N=960)"
"664","3.42875864566733","Cat (N=960)"
"665","4.5537684596472","Cat (N=960)"
